द्रब्यशाहमध्ये,द्रब्यशाह,('SFX', '22', '0', 'मध्ये', '.')
कटौरामै,कटौरा,('SFX', '22', '0', 'मै', '.')
कटौरामाथि,कटौरा,('SFX', '22', '0', 'माथि', '.')
कटौरापछिका,कटौरा,('SFX', '22', '0', 'पछिका', '.')
कटौरासँगको,कटौरा,('SFX', '15', '0', 'सँगको', '.')
कटौरासम्म,कटौरा,('SFX', '22', '0', 'सम्म', '.')
एन्फाको,एन्फा,('SFX', '15', '0', 'को', '.')
एन्फापछिकी,एन्फा,('SFX', '22', '0', 'पछिकी', '.')
एन्फाअघि,एन्फा,('SFX', '22', '0', 'अघि', '.')
एन्फाबाहेक,एन्फा,('SFX', '22', '0', 'बाहेक', '.')
एन्फासँगका,एन्फा,('SFX', '15', '0', 'सँगका', '.')
बस्तुभाउकै,बस्तुभाउ,('SFX', '22', '0', 'कै', '.')
बस्तुभाउतर्फ,बस्तुभाउ,('SFX', '22', '0', 'तर्फ', '.')
बस्तुभाउहरूका,बस्तुभाउ,('SFX', '18', '0', 'हरूका', '.')
बस्तुभाउदेखि,बस्तुभाउ,('SFX', '22', '0', 'देखि', '.')
बस्तुभाउहरूद्वारा,बस्तुभाउ,('SFX', '18', '0', 'हरूद्वारा', '.')
हाउससँगका,हाउस,('SFX', '15', '0', 'सँगका', '.')
हाउससम्ममा,हाउस,('SFX', '22', '0', 'सम्ममा', '.')
हाउसले,हाउस,('SFX', '15', '0', 'ले', '.')
हाउसमध्ये,हाउस,('SFX', '22', '0', 'मध्ये', '.')
हाउससहितको,हाउस,('SFX', '22', '0', 'सहितको', '.')
मोबाइलहरूसमेत,मोबाइल,('SFX', '18', '0', 'हरूसमेत', '.')
मोबाइलहरूसँगको,मोबाइल,('SFX', '18', '0', 'हरूसँगको', '.')
मोबाइलतर्फ,मोबाइल,('SFX', '22', '0', 'तर्फ', '.')
मोबाइलभित्रको,मोबाइल,('SFX', '22', '0', 'भित्रको', '.')
मोबाइलहरूबारेको,मोबाइल,('SFX', '18', '0', 'हरूबारेको', '.')
रेनकोटअघिदेखि,रेनकोट,('SFX', '22', '0', 'अघिदेखि', '.')
रेनकोटपट्टि,रेनकोट,('SFX', '22', '0', 'पट्टि', '.')
रेनकोटलाई,रेनकोट,('SFX', '15', '0', 'लाई', '.')
रेनकोटप्रति,रेनकोट,('SFX', '22', '0', 'प्रति', '.')
रेनकोटसहितका,रेनकोट,('SFX', '22', '0', 'सहितका', '.')
मट्टितेलपछिको,मट्टितेल,('SFX', '22', '0', 'पछिको', '.')
मट्टितेलमाथिका,मट्टितेल,('SFX', '22', '0', 'माथिका', '.')
मट्टितेलअघि,मट्टितेल,('SFX', '22', '0', 'अघि', '.')
मट्टितेलसम्मको,मट्टितेल,('SFX', '22', '0', 'सम्मको', '.')
मट्टितेलसँगको,मट्टितेल,('SFX', '15', '0', 'सँगको', '.')
पवित्रता,पवित्र,('SFX', '33', '0', 'ता/15X,22X', '.')
गाईसम्मको,गाई,('SFX', '22', '0', 'सम्मको', '.')
गाईजस्तै,गाई,('SFX', '22', '0', 'जस्तै', '.')
गाईमाथिको,गाई,('SFX', '22', '0', 'माथिको', '.')
गाईभित्रको,गाई,('SFX', '22', '0', 'भित्रको', '.')
गाईदेखि,गाई,('SFX', '22', '0', 'देखि', '.')
ओथारालाई,ओथारा,('SFX', '15', '0', 'लाई', '.')
ओथारापनि,ओथारा,('SFX', '22', '0', 'पनि', '.')
ओथारासँगका,ओथारा,('SFX', '15', '0', 'सँगका', '.')
ओथाराकै,ओथारा,('SFX', '22', '0', 'कै', '.')
ओथारासम्ममा,ओथारा,('SFX', '22', '0', 'सम्ममा', '.')
आहारहरूद्वारा,आहार,('SFX', '18', '0', 'हरूद्वारा', '.')
आहारभन्दापर,आहार,('SFX', '22', '0', 'भन्दापर', '.')
आहारहरूको,आहार,('SFX', '18', '0', 'हरूको', '.')
आहारहरूबारे,आहार,('SFX', '18', '0', 'हरूबारे', '.')
आहारसँगको,आहार,('SFX', '15', '0', 'सँगको', '.')
श्‍लोकजस्ता,श्‍लोक,('SFX', '22', '0', 'जस्ता', '.')
श्‍लोकहरूका,श्‍लोक,('SFX', '18', '0', 'हरूका', '.')
श्‍लोकहरूद्वारा,श्‍लोक,('SFX', '18', '0', 'हरूद्वारा', '.')
श्‍लोकहरूलाई,श्‍लोक,('SFX', '18', '0', 'हरूलाई', '.')
श्‍लोकसम्बन्धी,श्‍लोक,('SFX', '22', '0', 'सम्बन्धी', '.')
जोर्तीसम्म,जोर्ती,('SFX', '22', '0', 'सम्म', '.')
जोर्तीमाथि,जोर्ती,('SFX', '22', '0', 'माथि', '.')
जोर्तीमाथिका,जोर्ती,('SFX', '22', '0', 'माथिका', '.')
जोर्तीसम्मको,जोर्ती,('SFX', '22', '0', 'सम्मको', '.')
जोर्तीभित्रै,जोर्ती,('SFX', '22', '0', 'भित्रै', '.')
पङ्‌क्तिविच्छेदजस्ता,पङ्‌क्तिविच्छेद,('SFX', '22', '0', 'जस्ता', '.')
पङ्‌क्तिविच्छेदसँगको,पङ्‌क्तिविच्छेद,('SFX', '15', '0', 'सँगको', '.')
पङ्‌क्तिविच्छेदभित्र,पङ्‌क्तिविच्छेद,('SFX', '22', '0', 'भित्र', '.')
पङ्‌क्तिविच्छेदपछिको,पङ्‌क्तिविच्छेद,('SFX', '22', '0', 'पछिको', '.')
पङ्‌क्तिविच्छेदभन्दापर,पङ्‌क्तिविच्छेद,('SFX', '22', '0', 'भन्दापर', '.')
भातभित्रको,भात,('SFX', '22', '0', 'भित्रको', '.')
भातझैँ,भात,('SFX', '22', '0', 'झैँ', '.')
भातप्रति,भात,('SFX', '22', '0', 'प्रति', '.')
भातसहितको,भात,('SFX', '22', '0', 'सहितको', '.')
भातजस्तै,भात,('SFX', '22', '0', 'जस्तै', '.')
दहेंरेसहितको,दहेंरे,('SFX', '22', '0', 'सहितको', '.')
दहेंरेतिर,दहेंरे,('SFX', '22', '0', 'तिर', '.')
दहेंरेमाथि,दहेंरे,('SFX', '22', '0', 'माथि', '.')
दहेंरेझैँ,दहेंरे,('SFX', '22', '0', 'झैँ', '.')
दहेंरेकै,दहेंरे,('SFX', '22', '0', 'कै', '.')
पट्किहालिछन्,पट्कि,('SFX', '43', '0', 'हालिछन्', '[िइ]')
पट्किहालेका,पट्कि,('SFX', '43', '0', 'हालेका', '[िइ]')
पट्किहाल्थिन्,पट्कि,('SFX', '43', '0', 'हाल्थिन्', '[िइ]')
पट्किहालिछ,पट्कि,('SFX', '43', '0', 'हालिछ', '[िइ]')
पाल्पाभन्दा,पाल्पा,('SFX', '22', '0', 'भन्दा', '.')
पाल्पाभित्रै,पाल्पा,('SFX', '22', '0', 'भित्रै', '.')
पाल्पाझैँ,पाल्पा,('SFX', '22', '0', 'झैँ', '.')
पाल्पासम्ममा,पाल्पा,('SFX', '22', '0', 'सम्ममा', '.')
पाल्पाअघि,पाल्पा,('SFX', '22', '0', 'अघि', '.')
देवी-देवतापट्टि,देवी-देवता,('SFX', '22', '0', 'पट्टि', '.')
देवी-देवताहरूसँगै,देवी-देवता,('SFX', '18', '0', 'हरूसँगै', '.')
देवी-देवताभित्रका,देवी-देवता,('SFX', '22', '0', 'भित्रका', '.')
देवी-देवताभन्दा,देवी-देवता,('SFX', '22', '0', 'भन्दा', '.')
देवी-देवताबिना,देवी-देवता,('SFX', '15', '0', 'बिना', '.')
त्रुटीलगायतका,त्रुटी,('SFX', '22', '0', 'लगायतका', '.')
त्रुटीहरूबीच,त्रुटी,('SFX', '18', '0', 'हरूबीच', '.')
त्रुटीजस्तो,त्रुटी,('SFX', '22', '0', 'जस्तो', '.')
त्रुटीहरूमा,त्रुटी,('SFX', '18', '0', 'हरूमा', '.')
त्रुटीहरूलाई,त्रुटी,('SFX', '18', '0', 'हरूलाई', '.')
कयरता,कयर,('SFX', '33', '0', 'ता/15X,22X', '.')
ठेकासित,ठेका,('SFX', '15', '0', 'सित', '.')
ठेकाभित्रका,ठेका,('SFX', '22', '0', 'भित्रका', '.')
ठेकासहितका,ठेका,('SFX', '22', '0', 'सहितका', '.')
ठेकाकी,ठेका,('SFX', '15', '0', 'की', '.')
ठेकापट्टि,ठेका,('SFX', '22', '0', 'पट्टि', '.')
सुरसासम्बन्धी,सुरसा,('SFX', '22', '0', 'सम्बन्धी', '.')
सुरसाहरूसमेत,सुरसा,('SFX', '18', '0', 'हरूसमेत', '.')
सुरसाहरूसँग,सुरसा,('SFX', '18', '0', 'हरूसँग', '.')
सुरसाभन्दा,सुरसा,('SFX', '22', '0', 'भन्दा', '.')
सुरसाहरूमाथि,सुरसा,('SFX', '18', '0', 'हरूमाथि', '.')
पारदर्शिताबाट,पारदर्शिता,('SFX', '15', '0', 'बाट', '.')
पारदर्शिताभित्रको,पारदर्शिता,('SFX', '22', '0', 'भित्रको', '.')
पारदर्शिताकै,पारदर्शिता,('SFX', '22', '0', 'कै', '.')
पारदर्शिताझैँ,पारदर्शिता,('SFX', '22', '0', 'झैँ', '.')
पारदर्शिताजस्ता,पारदर्शिता,('SFX', '22', '0', 'जस्ता', '.')
छाकसम्बन्धी,छाक,('SFX', '22', '0', 'सम्बन्धी', '.')
छाकभित्रको,छाक,('SFX', '22', '0', 'भित्रको', '.')
छाकभित्र,छाक,('SFX', '22', '0', 'भित्र', '.')
छाकभन्दा,छाक,('SFX', '22', '0', 'भन्दा', '.')
छाकपट्टि,छाक,('SFX', '22', '0', 'पट्टि', '.')
मुछ्ौँ,मुछ्,('SFX', '8', '0', 'ौँ', '[^ुाइि]')
नाथीमात्र,नाथी,('SFX', '22', '0', 'मात्र', '.')
नाथीसित,नाथी,('SFX', '15', '0', 'सित', '.')
नाथीको,नाथी,('SFX', '15', '0', 'को', '.')
नाथीभित्र,नाथी,('SFX', '22', '0', 'भित्र', '.')
